run_id,condition_index,repetition,seed,electorate_shape,homophily,social_influence,mean_margin,control_change_rate,party_gap,mean_voter_ideology,switch_rate,ideology_sd,mean_degree
311,31,1,17135629233051488514,two-camp,0.25,0.05,3.3399230265343083,50.505050505050505,0.019999999999999997,0.0202839555659776,0.0,0.04833990175752675,6.0
312,31,2,17035964825793630412,two-camp,0.25,0.05,2.98591343818768,47.474747474747474,0.019999999999999997,0.006097240502474456,0.0,0.055013846932668795,6.0
313,31,3,16867484071554406627,two-camp,0.25,0.05,3.7754420282336314,41.41414141414141,0.02,-0.00414730637874845,0.0,0.047400154892794616,6.0
314,31,4,8875420705263668750,two-camp,0.25,0.05,2.853241971150869,55.55555555555556,0.03087731658048387,-0.009774982827245924,0.0,0.04685827663285096,6.0
315,31,5,4547328565737660597,two-camp,0.25,0.05,5.851848978101864,16.161616161616163,0.07406595750977647,0.02139962033680889,0.0,0.05314517408589139,6.0
316,31,6,13391488386608558199,two-camp,0.25,0.05,3.1544629035996565,56.56565656565657,0.021510132097147805,-0.04041515754901193,0.0,0.06268500581000766,6.0
317,31,7,5094051397122781941,two-camp,0.25,0.05,3.6821228166583615,42.42424242424242,0.019999999999999997,0.008353385488580226,0.0,0.051145225432473226,6.0
318,31,8,16754326281616009479,two-camp,0.25,0.05,2.8494959648878666,45.45454545454545,0.02263285271477339,0.0017556249845729565,0.0,0.04781263219878313,6.0
319,31,9,5475918756249553785,two-camp,0.25,0.05,3.438120088258182,49.494949494949495,0.019999999999999997,-0.017113566722029426,0.0,0.05111327996959888,6.0
320,32,0,4341207592579319257,two-camp,0.25,0.1,3.890887063326354,41.41414141414141,0.019999999999999997,0.001711759035472115,0.0,0.02584609857413868,6.0
321,32,1,3225534218025465857,two-camp,0.25,0.1,3.6330788468008457,42.42424242424242,0.02,-0.005134435223833236,0.0,0.03190138469841314,6.0
322,32,2,5118761764144524014,two-camp,0.25,0.1,3.1234798315708923,48.484848484848484,0.019999999999999997,-0.018544370937769877,0.0,0.026717526909201015,6.0
323,32,3,16325409974928770064,two-camp,0.25,0.1,3.209756381787452,46.464646464646464,0.020000000000000004,-0.03527578490762115,0.0,0.029642759338532512,6.0
324,32,4,8328688657058344057,two-camp,0.25,0.1,3.1761990417670445,47.474747474747474,0.02,-0.006685477463476857,0.0,0.026598771047609476,6.0
325,32,5,3676559195930616133,two-camp,0.25,0.1,3.5091958854051466,52.525252525252526,0.020000000000000004,-0.018137154834643537,0.0,0.026667828793328633,6.0
326,32,6,11734198093947717458,two-camp,0.25,0.1,3.0379475246257837,51.515151515151516,0.020000000000000004,-0.018194711262209416,0.0,0.026480267338925806,6.0
327,32,7,2602615923874455029,two-camp,0.25,0.1,3.117863098092115,46.464646464646464,0.02,0.007940770965480426,0.0,0.03308918988814943,6.0
328,32,8,4653437286532761609,two-camp,0.25,0.1,3.387176892004547,53.535353535353536,0.02,-0.0010287381335293154,0.0,0.03140445502001148,6.0
329,32,9,6239220434514586904,two-camp,0.25,0.1,2.9146489316768367,49.494949494949495,0.02,0.005424666195870121,0.0,0.028012804517746546,6.0
330,33,0,3803631910535693116,two-camp,0.25,0.2,3.0504633613734784,52.525252525252526,0.020000000000000004,0.010637513614423805,0.0,0.01851197932262642,6.0
331,33,1,13744250912552095387,two-camp,0.25,0.2,3.1766994199255003,52.525252525252526,0.019999999999999997,0.02076002063450085,0.0,0.03283035802974561,6.0
332,33,2,7969796687652520732,two-camp,0.25,0.2,3.3105677189110607,55.55555555555556,0.019999999999999997,-0.013568754177568351,0.0,0.037710039502188326,6.0
333,33,3,3132003526700901429,two-camp,0.25,0.2,3.4589918818263485,49.494949494949495,0.02,-0.0012621681899734835,0.0,0.023004195935370206,6.0
334,33,4,11685666534189514597,two-camp,0.25,0.2,3.8014991688737854,22.22222222222222,0.021741353266849988,0.03321229982771772,0.0,0.04470995665664243,6.0
335,33,5,3356212726536518932,two-camp,0.25,0.2,3.236437667784186,54.54545454545455,0.023190310113158308,0.0050100135416931745,0.0,0.017737374447540363,6.0
336,33,6,1245386052100400544,two-camp,0.25,0.2,3.5717215407817053,46.464646464646464,0.020000000000000004,0.03933986714988484,0.0,0.04115102962468776,6.0
337,33,7,10271380119832603501,two-camp,0.25,0.2,3.6485310839127463,51.515151515151516,0.020000000000000004,-0.009189620897441722,0.0,0.020750744446249393,6.0
338,33,8,14541744016873270794,two-camp,0.25,0.2,3.115043991167284,49.494949494949495,0.02,-0.006500816119362818,0.0,0.018264881583487314,6.0
339,33,9,546013894263326641,two-camp,0.25,0.2,4.126189197989058,32.323232323232325,0.02183368868242966,0.018167273117363075,0.0,0.03392410828225004,6.0
340,34,0,8507104065943198650,two-camp,0.25,0.4,3.5335307190583483,48.484848484848484,0.019999999999999997,-0.009526393958749647,0.0,0.01420570977117531,6.0
341,34,1,5833758987226055176,two-camp,0.25,0.4,3.1222084987874212,49.494949494949495,0.020000000000000004,0.030967253736520883,0.0,0.015177245861548056,6.0
342,34,2,8017041057649555354,two-camp,0.25,0.4,3.5316735113527513,45.45454545454545,0.020000000000000004,0.02891322875953386,0.0,0.03486882631179757,6.0
343,34,3,7563575953587359557,two-camp,0.25,0.4,3.3826457100220426,48.484848484848484,0.019999999999999997,0.01531105407811951,0.3115264797507788,0.025676914940080946,6.0
344,34,4,13959182899328155999,two-camp,0.25,0.4,4.092376933205034,30.303030303030305,0.020000000000000004,-0.015291851715416622,0.0,0.018105297644859446,6.0
345,34,5,9915592798217588721,two-camp,0.25,0.4,3.3684369884239143,50.505050505050505,0.020000000000000004,0.032243582727793915,0.0,0.026334582037353196,6.0
346,34,6,10605814840522551264,two-camp,0.25,0.4,2.763182082692842,46.464646464646464,0.02,0.0009370306498396889,0.0,0.014525650117590458,6.0
347,34,7,16481420580755037400,two-camp,0.25,0.4,3.1425631957088784,47.474747474747474,0.020000000000000004,0.016353937234262112,0.0,0.013888417864446055,6.0
348,34,8,10822772643812897198,two-camp,0.25,0.4,3.9544879904135057,42.42424242424242,0.020000000000000004,-0.03836737076736678,0.0,0.039185209382907774,6.0
349,34,9,16118113712172392945,two-camp,0.25,0.4,3.1678914097689335,47.474747474747474,0.019999999999999997,-0.017251410536583776,0.0,0.013648006015016414,6.0
350,35,0,13669338207172767300,two-camp,0.5,0.0,4.198912458711341,23.232323232323232,0.3648583431368347,0.0003902018394227582,0.0,0.45229128502821353,6.0
