run_id,condition_index,repetition,seed,homophily,social_influence,mean_margin,control_change_rate,party_gap,mean_voter_ideology,switch_rate,ideology_sd,mean_degree
129,12,9,14133588653046323822,0.5,0.1,4.836497772193622,38.38383838383838,0.02,-0.014152534600718344,0.0,0.024915215413802365,6.0
130,13,0,10747197668628635506,0.5,0.2,3.3415108161769997,49.494949494949495,0.022285792342163026,0.030534364887608707,0.0,0.03697679743048022,6.0
131,13,1,237022284039444601,0.5,0.2,3.355386206176321,51.515151515151516,0.02,-0.009036849280585802,0.0,0.019669615366520118,6.0
132,13,2,6656398683756426235,0.5,0.2,2.788343568965721,54.54545454545455,0.02,-0.0034110146100175985,0.0,0.04743615631123918,6.0
133,13,3,8066259672526168957,0.5,0.2,3.0933126979100343,50.505050505050505,0.019999999999999997,-0.021807948342118605,0.0,0.022511651919635292,6.0
134,13,4,16558694422233376504,0.5,0.2,3.4312457081193317,55.55555555555556,0.019999999999999997,0.015248256258739868,0.0,0.01901677537140442,6.0
135,13,5,16581591031739219901,0.5,0.2,2.9851183457610944,39.39393939393939,0.020000000000000004,0.01552397149434854,0.0,0.041544146090826684,6.0
136,13,6,13410167559085442510,0.5,0.2,3.126315228241595,54.54545454545455,0.020000000000000004,0.031160237939961574,0.0,0.04332693372196445,6.0
137,13,7,17325606712393914814,0.5,0.2,3.199664413037919,56.56565656565657,0.020000000000000004,0.019536578571485896,0.0,0.022143238798956792,6.0
138,13,8,10325290074085854898,0.5,0.2,3.984975015461586,47.474747474747474,0.019999999999999997,-0.01652696833448747,0.0,0.0326053741130111,6.0
139,13,9,1750392820833064552,0.5,0.2,3.7524998722613416,54.54545454545455,0.020000000000000004,-0.034336680805893936,0.0,0.04779611967820946,6.0
140,14,0,4545674758700200247,0.5,0.4,3.7370331847365548,48.484848484848484,0.020000000000000004,-0.037908879287027686,0.0,0.014118871804754447,6.0
141,14,1,15100928595818884257,0.5,0.4,3.1616974860272804,50.505050505050505,0.020000000000000004,0.02132875161601001,0.0,0.03289308706638991,6.0
142,14,2,7556415753276951465,0.5,0.4,3.0767405171840334,62.62626262626262,0.020000000000000004,-0.0371670976180537,0.0,0.01815663531657055,6.0
143,14,3,11600227935212573124,0.5,0.4,3.3087070472508726,54.54545454545455,0.02,0.002268034603729986,0.0,0.026475343653838742,6.0
144,14,4,3099784941335987845,0.5,0.4,3.667887249305523,38.38383838383838,0.020000000000000004,0.04845019248963537,0.0,0.026536395645790353,6.0
145,14,5,16087583940105321373,0.5,0.4,4.2640889640912665,29.292929292929294,0.02,-0.0004222418885722123,0.0,0.014500714376942591,6.0
146,14,6,2869849097340617412,0.5,0.4,3.3296920444873472,52.525252525252526,0.019999999999999997,-0.008153085698582052,0.0,0.036472157180318494,6.0
147,14,7,5112556619514117297,0.5,0.4,3.2050406618697145,59.5959595959596,0.020000000000000004,-0.038167072117256326,0.0,0.026483935447387603,6.0
148,14,8,4036050958779290877,0.5,0.4,3.5686556501581346,52.525252525252526,0.020000000000000004,0.0349252382845165,0.0,0.044024958539774124,6.0
149,14,9,4541768881526946342,0.5,0.4,4.072962040135087,47.474747474747474,0.020000000000000004,-0.0038678325508155953,0.0,0.014652588418968568,6.0
150,15,0,5785672570579635025,0.75,0.0,4.208559686080445,41.41414141414141,0.38061375039544465,0.036614467649183115,0.6211180124223602,0.4417817462275294,6.0
151,15,1,11291116105228561017,0.75,0.0,3.4650182933945337,43.43434343434343,0.3849449104235026,0.00118656379928892,0.0,0.431687056055314,6.0
152,15,2,1279604746805987519,0.75,0.0,3.2037054062566415,36.36363636363637,0.4136244298741447,-0.02221628993713353,0.0,0.4310870137285164,6.0
153,15,3,2250209325576886836,0.75,0.0,3.172480333275322,49.494949494949495,0.3728785700039524,0.016734111565377022,0.0,0.44335420518853264,6.0
154,15,4,16177653777175231743,0.75,0.0,3.0051279143128755,40.4040404040404,0.019999999999999997,-0.013675114050451489,0.0,0.44281844709127155,6.0
155,15,5,1217517230346578878,0.75,0.0,2.9749820805201286,57.57575757575758,0.33050285256998313,0.018230955575724638,0.303951367781155,0.46398231898662023,6.0
156,15,6,11293283056338558513,0.75,0.0,3.090999021273697,44.44444444444444,0.29990976257930074,-0.015992861320992747,0.30959752321981426,0.4357576239950432,6.0
157,15,7,3409622982464543205,0.75,0.0,2.8665776029927836,51.515151515151516,0.3427454780223974,-0.0025833809072737263,0.0,0.44519506866243963,6.0
158,15,8,17574631016349145461,0.75,0.0,2.964145602420096,55.55555555555556,0.383828907332972,0.016793952059164643,0.9230769230769231,0.42321084965374345,6.0
159,15,9,16476358660498184445,0.75,0.0,3.3370458372383673,38.38383838383838,0.32597191116220225,0.0011043773511819027,0.6134969325153374,0.43586470062377636,6.0
160,16,0,14621388145823126559,0.75,0.05,3.0261477056633233,49.494949494949495,0.04826702998616982,0.009826084711902909,0.0,0.05290205570486232,6.0
161,16,1,3933414652342700142,0.75,0.05,2.6627051936551407,49.494949494949495,0.030304148117010273,0.004772540833291823,0.0,0.062184161904901315,6.0
162,16,2,8443648797949442230,0.75,0.05,2.931740268740339,45.45454545454545,0.02,-0.00036137205359192104,0.0,0.046986286940056174,6.0
163,16,3,7468097949275079673,0.75,0.05,2.941330611686124,53.535353535353536,0.023394710842212292,0.029490808456315527,0.0,0.05769168814334124,6.0
164,16,4,13376136667913831862,0.75,0.05,3.4577363086739776,39.39393939393939,0.024147069200629166,-0.019892326557813554,0.0,0.06476682144003308,6.0
165,16,5,559343931643569586,0.75,0.05,2.873504219096253,43.43434343434343,0.019999999999999997,-0.013823672067816893,0.0,0.05767298294649258,6.0
166,16,6,2306954234809374535,0.75,0.05,2.9210530370010814,40.4040404040404,0.027678320875680194,0.0035450498194027173,0.0,0.04766440274294327,6.0
167,16,7,15905250156341668734,0.75,0.05,3.6789439507103014,48.484848484848484,0.019999999999999997,0.02708654513897194,0.0,0.06191771613623348,6.0
168,16,8,2505517334141952105,0.75,0.05,4.408291874091156,34.343434343434346,0.023936095559474915,0.0429963642527961,0.0,0.06984752510923742,6.0
